:START_ID,:END_ID,:TYPE,weight,description
disease_417,treatment_298,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Inflammatory Bowel Disease
disease_417,treatment_448,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Reactive Arthritis
disease_417,treatment_548,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Topical Steroid
disease_417,treatment_549,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Topical Steroids
disease_417,treatment_580,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Uveitis
disease_417,treatment_609,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Acute
disease_417,treatment_631,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Behçet Disease
disease_417,treatment_636,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Cataract Extraction
disease_417,treatment_642,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Chronic
disease_417,treatment_703,TREATED_WITH,0.6,Lens-Related Glaucoma treated with History
disease_417,treatment_729,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Lens-Induced Uveitis
disease_417,treatment_731,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Lyme Disease
disease_417,treatment_773,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Postoperative
disease_417,treatment_793,TREATED_WITH,0.6,Lens-Related Glaucoma treated with Scleral Buckle
disease_441,treatment_298,TREATED_WITH,0.6,Endophthalmitis treated with Inflammatory Bowel Disease
disease_441,treatment_448,TREATED_WITH,0.6,Endophthalmitis treated with Reactive Arthritis
disease_441,treatment_631,TREATED_WITH,0.6,Endophthalmitis treated with Behçet Disease
disease_441,treatment_636,TREATED_WITH,0.6,Endophthalmitis treated with Cataract Extraction
disease_441,treatment_729,TREATED_WITH,0.6,Endophthalmitis treated with Lens-Induced Uveitis
disease_441,treatment_731,TREATED_WITH,0.6,Endophthalmitis treated with Lyme Disease
disease_441,treatment_793,TREATED_WITH,0.6,Endophthalmitis treated with Scleral Buckle
disease_464,treatment_108,TREATED_WITH,0.6,Anterior Uveitis treated with Child
disease_464,treatment_298,TREATED_WITH,0.6,Anterior Uveitis treated with Inflammatory Bowel Disease
disease_464,treatment_448,TREATED_WITH,0.6,Anterior Uveitis treated with Reactive Arthritis
disease_464,treatment_631,TREATED_WITH,0.6,Anterior Uveitis treated with Behçet Disease
disease_464,treatment_636,TREATED_WITH,0.6,Anterior Uveitis treated with Cataract Extraction
disease_464,treatment_729,TREATED_WITH,0.6,Anterior Uveitis treated with Lens-Induced Uveitis
disease_464,treatment_731,TREATED_WITH,0.6,Anterior Uveitis treated with Lyme Disease
disease_464,treatment_793,TREATED_WITH,0.6,Anterior Uveitis treated with Scleral Buckle
disease_642,treatment_298,TREATED_WITH,0.6,Glaucoma treated with Inflammatory Bowel Disease
disease_642,treatment_448,TREATED_WITH,0.6,Glaucoma treated with Reactive Arthritis
disease_642,treatment_631,TREATED_WITH,0.6,Glaucoma treated with Behçet Disease
disease_642,treatment_729,TREATED_WITH,0.6,Glaucoma treated with Lens-Induced Uveitis
disease_642,treatment_731,TREATED_WITH,0.6,Glaucoma treated with Lyme Disease
disease_644,treatment_108,TREATED_WITH,0.6,Vasculitis treated with Child
disease_644,treatment_298,TREATED_WITH,0.6,Vasculitis treated with Inflammatory Bowel Disease
disease_644,treatment_448,TREATED_WITH,0.6,Vasculitis treated with Reactive Arthritis
disease_644,treatment_548,TREATED_WITH,0.6,Vasculitis treated with Topical Steroid
disease_644,treatment_549,TREATED_WITH,0.6,Vasculitis treated with Topical Steroids
disease_644,treatment_631,TREATED_WITH,0.6,Vasculitis treated with Behçet Disease
disease_644,treatment_729,TREATED_WITH,0.6,Vasculitis treated with Lens-Induced Uveitis
disease_644,treatment_731,TREATED_WITH,0.6,Vasculitis treated with Lyme Disease
disease_644,treatment_793,TREATED_WITH,0.6,Vasculitis treated with Scleral Buckle
disease_672,treatment_108,TREATED_WITH,0.6,Postoperative treated with Child
disease_672,treatment_298,TREATED_WITH,0.6,Postoperative treated with Inflammatory Bowel Disease
disease_672,treatment_448,TREATED_WITH,0.6,Postoperative treated with Reactive Arthritis
disease_672,treatment_631,TREATED_WITH,0.6,Postoperative treated with Behçet Disease
disease_672,treatment_729,TREATED_WITH,0.6,Postoperative treated with Lens-Induced Uveitis
disease_672,treatment_731,TREATED_WITH,0.6,Postoperative treated with Lyme Disease
disease_672,treatment_793,TREATED_WITH,0.6,Postoperative treated with Scleral Buckle
disease_676,treatment_108,TREATED_WITH,0.6,Retinal Vasculitis treated with Child
disease_676,treatment_298,TREATED_WITH,0.6,Retinal Vasculitis treated with Inflammatory Bowel Disease
disease_676,treatment_448,TREATED_WITH,0.6,Retinal Vasculitis treated with Reactive Arthritis
disease_676,treatment_548,TREATED_WITH,0.6,Retinal Vasculitis treated with Topical Steroid
disease_676,treatment_549,TREATED_WITH,0.6,Retinal Vasculitis treated with Topical Steroids
disease_676,treatment_631,TREATED_WITH,0.6,Retinal Vasculitis treated with Behçet Disease
disease_676,treatment_729,TREATED_WITH,0.6,Retinal Vasculitis treated with Lens-Induced Uveitis
disease_676,treatment_731,TREATED_WITH,0.6,Retinal Vasculitis treated with Lyme Disease
disease_676,treatment_793,TREATED_WITH,0.6,Retinal Vasculitis treated with Scleral Buckle
disease_704,treatment_108,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Child
disease_704,treatment_298,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Inflammatory Bowel Disease
disease_704,treatment_448,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Reactive Arthritis
disease_704,treatment_548,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Topical Steroid
disease_704,treatment_549,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Topical Steroids
disease_704,treatment_580,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Uveitis
disease_704,treatment_609,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Acute
disease_704,treatment_631,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Behçet Disease
disease_704,treatment_636,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Cataract Extraction
disease_704,treatment_642,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Chronic
disease_704,treatment_703,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with History
disease_704,treatment_729,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Lens-Induced Uveitis
disease_704,treatment_731,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Lyme Disease
disease_704,treatment_773,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Postoperative
disease_704,treatment_793,TREATED_WITH,0.6,Undifferentiated (Idiopathic) (30% To 50% Of Anterior Uveitis Has No Identifiable Cause Or Disease Association) treated with Scleral Buckle
disease_705,treatment_108,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Child
disease_705,treatment_298,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Inflammatory Bowel Disease
disease_705,treatment_448,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Reactive Arthritis
disease_705,treatment_548,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Topical Steroid
disease_705,treatment_549,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Topical Steroids
disease_705,treatment_580,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Uveitis
disease_705,treatment_609,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Acute
disease_705,treatment_631,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Behçet Disease
disease_705,treatment_636,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Cataract Extraction
disease_705,treatment_642,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Chronic
disease_705,treatment_703,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with History
disease_705,treatment_729,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Lens-Induced Uveitis
disease_705,treatment_731,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Lyme Disease
disease_705,treatment_773,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Postoperative
disease_705,treatment_793,TREATED_WITH,0.6,Hla-B27-Associated Uveitis treated with Scleral Buckle
disease_706,treatment_108,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Child
disease_706,treatment_298,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Inflammatory Bowel Disease
disease_706,treatment_448,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Reactive Arthritis
disease_706,treatment_548,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Topical Steroid
disease_706,treatment_549,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Topical Steroids
disease_706,treatment_580,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Uveitis
disease_706,treatment_609,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Acute
disease_706,treatment_631,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Behçet Disease
disease_706,treatment_636,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Cataract Extraction
disease_706,treatment_642,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Chronic
disease_706,treatment_703,TREATED_WITH,0.6,Lens-Induced Uveitis treated with History
disease_706,treatment_729,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Lens-Induced Uveitis
disease_706,treatment_731,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Lyme Disease
disease_706,treatment_773,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Postoperative
disease_706,treatment_793,TREATED_WITH,0.6,Lens-Induced Uveitis treated with Scleral Buckle
disease_707,treatment_108,TREATED_WITH,0.6,Postoperative Iritis treated with Child
disease_707,treatment_298,TREATED_WITH,0.6,Postoperative Iritis treated with Inflammatory Bowel Disease
disease_707,treatment_448,TREATED_WITH,0.6,Postoperative Iritis treated with Reactive Arthritis
disease_707,treatment_548,TREATED_WITH,0.6,Postoperative Iritis treated with Topical Steroid
disease_707,treatment_549,TREATED_WITH,0.6,Postoperative Iritis treated with Topical Steroids
disease_707,treatment_580,TREATED_WITH,0.6,Postoperative Iritis treated with Uveitis
disease_707,treatment_609,TREATED_WITH,0.6,Postoperative Iritis treated with Acute
disease_707,treatment_631,TREATED_WITH,0.6,Postoperative Iritis treated with Behçet Disease
disease_707,treatment_636,TREATED_WITH,0.6,Postoperative Iritis treated with Cataract Extraction
disease_707,treatment_642,TREATED_WITH,0.6,Postoperative Iritis treated with Chronic
disease_707,treatment_703,TREATED_WITH,0.6,Postoperative Iritis treated with History
disease_707,treatment_729,TREATED_WITH,0.6,Postoperative Iritis treated with Lens-Induced Uveitis
disease_707,treatment_731,TREATED_WITH,0.6,Postoperative Iritis treated with Lyme Disease
disease_707,treatment_773,TREATED_WITH,0.6,Postoperative Iritis treated with Postoperative
disease_707,treatment_793,TREATED_WITH,0.6,Postoperative Iritis treated with Scleral Buckle
disease_708,treatment_108,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Child
disease_708,treatment_298,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Inflammatory Bowel Disease
disease_708,treatment_448,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Reactive Arthritis
disease_708,treatment_548,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Topical Steroid
disease_708,treatment_549,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Topical Steroids
disease_708,treatment_580,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Uveitis
disease_708,treatment_609,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Acute
disease_708,treatment_631,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Behçet Disease
disease_708,treatment_636,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Cataract Extraction
disease_708,treatment_642,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Chronic
disease_708,treatment_703,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with History
disease_708,treatment_729,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Lens-Induced Uveitis
disease_708,treatment_731,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Lyme Disease
disease_708,treatment_773,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Postoperative
disease_708,treatment_793,TREATED_WITH,0.6,Uveitis–Glaucoma–Hyphema (Ugh) Syndrome treated with Scleral Buckle
disease_709,treatment_108,TREATED_WITH,0.6,Behçet Disease treated with Child
disease_709,treatment_298,TREATED_WITH,0.6,Behçet Disease treated with Inflammatory Bowel Disease
disease_709,treatment_448,TREATED_WITH,0.6,Behçet Disease treated with Reactive Arthritis
disease_709,treatment_548,TREATED_WITH,0.6,Behçet Disease treated with Topical Steroid
disease_709,treatment_549,TREATED_WITH,0.6,Behçet Disease treated with Topical Steroids
disease_709,treatment_580,TREATED_WITH,0.6,Behçet Disease treated with Uveitis
disease_709,treatment_609,TREATED_WITH,0.6,Behçet Disease treated with Acute
disease_709,treatment_631,TREATED_WITH,0.6,Behçet Disease treated with Behçet Disease
disease_709,treatment_636,TREATED_WITH,0.6,Behçet Disease treated with Cataract Extraction
disease_709,treatment_642,TREATED_WITH,0.6,Behçet Disease treated with Chronic
disease_709,treatment_703,TREATED_WITH,0.6,Behçet Disease treated with History
disease_709,treatment_729,TREATED_WITH,0.6,Behçet Disease treated with Lens-Induced Uveitis
disease_709,treatment_731,TREATED_WITH,0.6,Behçet Disease treated with Lyme Disease
disease_709,treatment_773,TREATED_WITH,0.6,Behçet Disease treated with Postoperative
disease_709,treatment_793,TREATED_WITH,0.6,Behçet Disease treated with Scleral Buckle
disease_710,treatment_108,TREATED_WITH,0.6,Vkh Disease treated with Child
disease_710,treatment_298,TREATED_WITH,0.6,Vkh Disease treated with Inflammatory Bowel Disease
disease_710,treatment_448,TREATED_WITH,0.6,Vkh Disease treated with Reactive Arthritis
disease_710,treatment_548,TREATED_WITH,0.6,Vkh Disease treated with Topical Steroid
disease_710,treatment_549,TREATED_WITH,0.6,Vkh Disease treated with Topical Steroids
disease_710,treatment_580,TREATED_WITH,0.6,Vkh Disease treated with Uveitis
disease_710,treatment_609,TREATED_WITH,0.6,Vkh Disease treated with Acute
disease_710,treatment_631,TREATED_WITH,0.6,Vkh Disease treated with Behçet Disease
disease_710,treatment_636,TREATED_WITH,0.6,Vkh Disease treated with Cataract Extraction
disease_710,treatment_642,TREATED_WITH,0.6,Vkh Disease treated with Chronic
disease_710,treatment_703,TREATED_WITH,0.6,Vkh Disease treated with History
disease_710,treatment_729,TREATED_WITH,0.6,Vkh Disease treated with Lens-Induced Uveitis
disease_710,treatment_731,TREATED_WITH,0.6,Vkh Disease treated with Lyme Disease
disease_710,treatment_773,TREATED_WITH,0.6,Vkh Disease treated with Postoperative
disease_710,treatment_793,TREATED_WITH,0.6,Vkh Disease treated with Scleral Buckle
disease_711,treatment_108,TREATED_WITH,0.6,Lyme Disease treated with Child
disease_711,treatment_298,TREATED_WITH,0.6,Lyme Disease treated with Inflammatory Bowel Disease
disease_711,treatment_448,TREATED_WITH,0.6,Lyme Disease treated with Reactive Arthritis
disease_711,treatment_549,TREATED_WITH,0.6,Lyme Disease treated with Topical Steroids
disease_711,treatment_631,TREATED_WITH,0.6,Lyme Disease treated with Behçet Disease
disease_711,treatment_636,TREATED_WITH,0.6,Lyme Disease treated with Cataract Extraction
disease_711,treatment_703,TREATED_WITH,0.6,Lyme Disease treated with History
disease_711,treatment_729,TREATED_WITH,0.6,Lyme Disease treated with Lens-Induced Uveitis
disease_711,treatment_773,TREATED_WITH,0.6,Lyme Disease treated with Postoperative
disease_711,treatment_793,TREATED_WITH,0.6,Lyme Disease treated with Scleral Buckle
disease_712,treatment_108,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Child
disease_712,treatment_298,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Inflammatory Bowel Disease
disease_712,treatment_448,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Reactive Arthritis
disease_712,treatment_548,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Topical Steroid
disease_712,treatment_549,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Topical Steroids
disease_712,treatment_580,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Uveitis
disease_712,treatment_609,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Acute
disease_712,treatment_631,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Behçet Disease
disease_712,treatment_636,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Cataract Extraction
disease_712,treatment_642,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Chronic
disease_712,treatment_703,TREATED_WITH,0.6,Anterior Segment Ischemia treated with History
disease_712,treatment_729,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Lens-Induced Uveitis
disease_712,treatment_731,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Lyme Disease
disease_712,treatment_773,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Postoperative
disease_712,treatment_793,TREATED_WITH,0.6,Anterior Segment Ischemia treated with Scleral Buckle
disease_713,treatment_108,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Child
disease_713,treatment_298,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Inflammatory Bowel Disease
disease_713,treatment_448,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Reactive Arthritis
disease_713,treatment_548,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Topical Steroid
disease_713,treatment_549,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Topical Steroids
disease_713,treatment_580,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Uveitis
disease_713,treatment_609,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Acute
disease_713,treatment_631,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Behçet Disease
disease_713,treatment_636,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Cataract Extraction
disease_713,treatment_642,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Chronic
disease_713,treatment_703,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with History
disease_713,treatment_729,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Lens-Induced Uveitis
disease_713,treatment_731,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Lyme Disease
disease_713,treatment_773,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Postoperative
disease_713,treatment_793,TREATED_WITH,0.6,Tubulointerstitial Nephritis And Uveitis (Tinu) Syndrome treated with Scleral Buckle
disease_714,treatment_108,TREATED_WITH,0.6,Toxoplasmosis treated with Child
disease_714,treatment_298,TREATED_WITH,0.6,Toxoplasmosis treated with Inflammatory Bowel Disease
disease_714,treatment_448,TREATED_WITH,0.6,Toxoplasmosis treated with Reactive Arthritis
disease_714,treatment_548,TREATED_WITH,0.6,Toxoplasmosis treated with Topical Steroid
disease_714,treatment_549,TREATED_WITH,0.6,Toxoplasmosis treated with Topical Steroids
disease_714,treatment_580,TREATED_WITH,0.6,Toxoplasmosis treated with Uveitis
disease_714,treatment_631,TREATED_WITH,0.6,Toxoplasmosis treated with Behçet Disease
disease_714,treatment_636,TREATED_WITH,0.6,Toxoplasmosis treated with Cataract Extraction
disease_714,treatment_703,TREATED_WITH,0.6,Toxoplasmosis treated with History
disease_714,treatment_729,TREATED_WITH,0.6,Toxoplasmosis treated with Lens-Induced Uveitis
disease_714,treatment_773,TREATED_WITH,0.6,Toxoplasmosis treated with Postoperative
disease_714,treatment_793,TREATED_WITH,0.6,Toxoplasmosis treated with Scleral Buckle
disease_722,treatment_108,TREATED_WITH,0.6,Hla-B27 treated with Child
disease_722,treatment_298,TREATED_WITH,0.6,Hla-B27 treated with Inflammatory Bowel Disease
disease_722,treatment_448,TREATED_WITH,0.6,Hla-B27 treated with Reactive Arthritis
disease_722,treatment_548,TREATED_WITH,0.6,Hla-B27 treated with Topical Steroid
disease_722,treatment_549,TREATED_WITH,0.6,Hla-B27 treated with Topical Steroids
disease_722,treatment_580,TREATED_WITH,0.6,Hla-B27 treated with Uveitis
disease_722,treatment_609,TREATED_WITH,0.6,Hla-B27 treated with Acute
disease_722,treatment_631,TREATED_WITH,0.6,Hla-B27 treated with Behçet Disease
disease_722,treatment_636,TREATED_WITH,0.6,Hla-B27 treated with Cataract Extraction
disease_722,treatment_642,TREATED_WITH,0.6,Hla-B27 treated with Chronic
disease_722,treatment_703,TREATED_WITH,0.6,Hla-B27 treated with History
disease_722,treatment_729,TREATED_WITH,0.6,Hla-B27 treated with Lens-Induced Uveitis
disease_722,treatment_731,TREATED_WITH,0.6,Hla-B27 treated with Lyme Disease
disease_722,treatment_773,TREATED_WITH,0.6,Hla-B27 treated with Postoperative
disease_722,treatment_793,TREATED_WITH,0.6,Hla-B27 treated with Scleral Buckle
disease_787,treatment_298,TREATED_WITH,0.6,Fatigue treated with Inflammatory Bowel Disease
disease_787,treatment_448,TREATED_WITH,0.6,Fatigue treated with Reactive Arthritis
disease_787,treatment_609,TREATED_WITH,0.6,Fatigue treated with Acute
disease_787,treatment_631,TREATED_WITH,0.6,Fatigue treated with Behçet Disease
disease_787,treatment_636,TREATED_WITH,0.6,Fatigue treated with Cataract Extraction
disease_787,treatment_729,TREATED_WITH,0.6,Fatigue treated with Lens-Induced Uveitis
disease_787,treatment_731,TREATED_WITH,0.6,Fatigue treated with Lyme Disease
disease_787,treatment_773,TREATED_WITH,0.6,Fatigue treated with Postoperative
disease_787,treatment_793,TREATED_WITH,0.6,Fatigue treated with Scleral Buckle
disease_792,treatment_448,TREATED_WITH,0.6,Secondary treated with Reactive Arthritis
disease_792,treatment_631,TREATED_WITH,0.6,Secondary treated with Behçet Disease
disease_792,treatment_636,TREATED_WITH,0.6,Secondary treated with Cataract Extraction
disease_792,treatment_729,TREATED_WITH,0.6,Secondary treated with Lens-Induced Uveitis
disease_792,treatment_731,TREATED_WITH,0.6,Secondary treated with Lyme Disease
disease_792,treatment_773,TREATED_WITH,0.6,Secondary treated with Postoperative
disease_830,treatment_448,TREATED_WITH,0.6,Cataract treated with Reactive Arthritis
disease_830,treatment_631,TREATED_WITH,0.6,Cataract treated with Behçet Disease
disease_830,treatment_729,TREATED_WITH,0.6,Cataract treated with Lens-Induced Uveitis
disease_830,treatment_731,TREATED_WITH,0.6,Cataract treated with Lyme Disease
disease_831,treatment_298,TREATED_WITH,0.6,Corneal Edema treated with Inflammatory Bowel Disease
disease_831,treatment_448,TREATED_WITH,0.6,Corneal Edema treated with Reactive Arthritis
disease_831,treatment_631,TREATED_WITH,0.6,Corneal Edema treated with Behçet Disease
disease_831,treatment_636,TREATED_WITH,0.6,Corneal Edema treated with Cataract Extraction
disease_831,treatment_729,TREATED_WITH,0.6,Corneal Edema treated with Lens-Induced Uveitis
disease_831,treatment_731,TREATED_WITH,0.6,Corneal Edema treated with Lyme Disease
disease_831,treatment_773,TREATED_WITH,0.6,Corneal Edema treated with Postoperative
disease_831,treatment_793,TREATED_WITH,0.6,Corneal Edema treated with Scleral Buckle
disease_851,treatment_298,TREATED_WITH,0.6,Hypopyon treated with Inflammatory Bowel Disease
disease_851,treatment_448,TREATED_WITH,0.6,Hypopyon treated with Reactive Arthritis
disease_851,treatment_609,TREATED_WITH,0.6,Hypopyon treated with Acute
disease_851,treatment_631,TREATED_WITH,0.6,Hypopyon treated with Behçet Disease
disease_851,treatment_636,TREATED_WITH,0.6,Hypopyon treated with Cataract Extraction
disease_851,treatment_729,TREATED_WITH,0.6,Hypopyon treated with Lens-Induced Uveitis
disease_851,treatment_731,TREATED_WITH,0.6,Hypopyon treated with Lyme Disease
disease_851,treatment_773,TREATED_WITH,0.6,Hypopyon treated with Postoperative
disease_851,treatment_793,TREATED_WITH,0.6,Hypopyon treated with Scleral Buckle
disease_869,treatment_298,TREATED_WITH,0.6,Hyphema treated with Inflammatory Bowel Disease
disease_869,treatment_448,TREATED_WITH,0.6,Hyphema treated with Reactive Arthritis
disease_869,treatment_580,TREATED_WITH,0.6,Hyphema treated with Uveitis
disease_869,treatment_631,TREATED_WITH,0.6,Hyphema treated with Behçet Disease
disease_869,treatment_729,TREATED_WITH,0.6,Hyphema treated with Lens-Induced Uveitis
disease_869,treatment_731,TREATED_WITH,0.6,Hyphema treated with Lyme Disease
disease_869,treatment_793,TREATED_WITH,0.6,Hyphema treated with Scleral Buckle
disease_874,treatment_298,TREATED_WITH,0.6,Granuloma treated with Inflammatory Bowel Disease
disease_874,treatment_448,TREATED_WITH,0.6,Granuloma treated with Reactive Arthritis
disease_874,treatment_631,TREATED_WITH,0.6,Granuloma treated with Behçet Disease
disease_874,treatment_636,TREATED_WITH,0.6,Granuloma treated with Cataract Extraction
disease_874,treatment_729,TREATED_WITH,0.6,Granuloma treated with Lens-Induced Uveitis
disease_874,treatment_773,TREATED_WITH,0.6,Granuloma treated with Postoperative
disease_874,treatment_793,TREATED_WITH,0.6,Granuloma treated with Scleral Buckle
disease_877,treatment_108,TREATED_WITH,0.6,Nephritis treated with Child
disease_877,treatment_298,TREATED_WITH,0.6,Nephritis treated with Inflammatory Bowel Disease
disease_877,treatment_448,TREATED_WITH,0.6,Nephritis treated with Reactive Arthritis
disease_877,treatment_548,TREATED_WITH,0.6,Nephritis treated with Topical Steroid
disease_877,treatment_549,TREATED_WITH,0.6,Nephritis treated with Topical Steroids
disease_877,treatment_580,TREATED_WITH,0.6,Nephritis treated with Uveitis
disease_877,treatment_609,TREATED_WITH,0.6,Nephritis treated with Acute
disease_877,treatment_631,TREATED_WITH,0.6,Nephritis treated with Behçet Disease
disease_877,treatment_636,TREATED_WITH,0.6,Nephritis treated with Cataract Extraction
disease_877,treatment_642,TREATED_WITH,0.6,Nephritis treated with Chronic
